util,Action de table,Affichage d'un toast,Affichage d'une arborescence,Affichage d'une dialogue,Affichage d'une erreur,Chainage,Clic long,Clic sur une checkbox,Clic sur une grille d'historique de recherche,Création d'un écran,Dissimulation d'une arborescence,Double-clic,Démarrage serveur d'application Tomcat,Désélection d'un flag,Désélection d'un élément,Entrée en saisie dans un formulaire,Erreur système grave,Exécution d'un bouton,Fermeture d'un panel,Fermeture d'une dialogue,Fermeture de session,Filtrage / Tri,Lancement d'un tableau de bord,Lancement d'une action générique,Lancement d'une action infocentre,Lancement d'une stat,Ouverture d'un panel,Raccourci,Raccourci dans l'édition de table,Retour sur un écran,Saisie dans un champ,Sélection d'un flag,Sélection d'un écran,Sélection d'un élément,Sélection d’un onglet
bfg,0.004710530314541863,0.003950767360583498,0.001063668135541711,0.13751709466646406,0.001823431089500076,0.011244491718583802,0.000151952590791673,0.000303905181583346,0.0,0.028263181887251177,0.000151952590791673,0.009421060629083726,0.000151952590791673,0.0,0.000303905181583346,0.0,0.0,0.2396292356784683,0.0,0.13630147394013067,0.001671478498708403,0.06974623917337791,0.0,0.026439750797751103,0.0,0.009876918401458745,0.0,0.014283543534417261,0.0,0.01018082358304209,0.06944233399179456,0.13417413766904726,0.06913842881021122,0.000303905181583346,0.01975383680291749
bgn,0.015744977894981773,0.19328317691770727,0.0034514853021019158,0.07263631427906617,0.005196618320018615,0.01904134026215776,0.00011634220119444659,0.011905685255565035,0.0001551229349259288,0.03335143100907469,0.0028309935623982005,0.011556658651981695,0.0003102458698518576,0.000387807337314822,0.0010082990770185372,0.0,0.0,0.229853408826495,0.0018226944853796635,0.07426510509578842,0.0004265880710463042,0.003722950438222291,0.0,0.03722950438222291,0.0,0.011595439385713177,0.0011246412782129837,0.0008919568758240906,3.87807337314822e-05,0.0046149073140463815,0.11102924067323354,7.75614674629644e-05,0.06014891801752889,0.0010082990770185372,0.09117350500271465
blf,0.002706027060270603,0.004280442804428044,0.0006888068880688807,0.043542435424354244,0.0024108241082410825,0.03301353013530135,4.920049200492005e-05,0.0008856088560885609,0.12920049200492004,0.046100861008610085,0.0009840098400984009,0.014907749077490776,0.0001968019680196802,0.0,0.0,0.0,0.0,0.14784747847478474,0.0002952029520295203,0.04442804428044281,0.0003936039360393604,0.06553505535055351,0.0,0.08654366543665437,0.0,0.011955719557195573,0.0005904059040590406,0.05111931119311193,0.0,0.015350553505535056,0.09136531365313653,9.84009840098401e-05,0.16162361623616237,0.0,0.043886838868388685
bos,0.001574389923904487,0.009446339543426921,0.007609551298871687,0.09420099711361847,0.008134347940173182,0.012595119391235896,0.0,0.0020991865652059826,0.0020991865652059826,0.0417213329834689,0.0026239832065074785,0.009446339543426921,0.0002623983206507478,0.0,0.003935974809761217,0.0,0.0,0.22251377591183416,0.0002623983206507478,0.0970873786407767,0.0010495932826029913,0.0018367882445552348,0.0,0.04303332458672265,0.0,0.013119916032537392,0.0002623983206507478,0.0060351613749672,0.0,0.22172658094988193,0.090527420624508,0.0,0.08081868276043033,0.004198373130411965,0.02177906061401207
bou,0.0008882309400444115,0.0016777695534172217,0.0005921539600296077,0.13580064150012336,0.002023192696767826,0.022600542807796695,0.00019738465334320256,0.00019738465334320256,0.0011843079200592153,0.029657044164816185,0.0007401924500370096,0.08112509252405625,0.0,0.0,0.0,0.0,0.0,0.21080680977054034,0.00019738465334320256,0.13752775721687638,0.00014803849000740192,0.1311127559832223,0.0,0.058623242042931165,0.0,0.0002467308166790032,0.00029607698001480384,0.00014803849000740192,0.0,0.012089810017271158,0.055267702936096716,0.0,0.08877374784110535,0.0,0.028077966938070565
btl,0.011134865490824871,0.009620523784072688,0.0023160520220915732,0.059326563335114914,0.002939604489577766,0.03580972741849278,0.0,0.0039194726527703545,0.0011580260110457866,0.0602173525743809,0.0016924995546053804,0.009264208088366293,0.0,0.0,0.0010689470871191875,0.0,0.0,0.1879565294851238,0.0,0.062355246748619274,0.0007126313914127917,0.0035631569570639585,0.0,0.04391590949581329,0.0,0.005077498663816141,0.0002672367717797969,0.039461963299483344,0.0,0.2071084981293426,0.09166221272047034,0.0,0.1305897024763941,0.0013361838588989846,0.027525387493319082
byo,0.004756727371568361,0.012231584669747214,0.007203044305517803,0.08222343027996738,0.004892633867898886,0.05381897254688774,0.0,0.0021745039412883935,0.0021745039412883935,0.027317205762435445,0.009785267735797772,0.0046208208752378365,0.0062516988312041315,0.0,0.039412883935852135,0.0,0.0,0.24300081543897797,0.0002718129926610492,0.08657243816254417,0.0010872519706441968,0.004077194889915738,0.0005436259853220984,0.030850774667029086,0.0,0.02636586028812177,0.0017667844522968198,0.0001359064963305246,0.0,0.030578961674368035,0.07760260940472954,0.0,0.11524870888828485,0.03791791247621636,0.08711606414786627
cbo,0.0045105999097880016,0.016689219666215605,0.0,0.05999097880018042,0.005412719891745603,0.005412719891745603,0.0009021199819576004,0.0,0.018944519621109608,0.07307171853856563,0.0,0.008570139828597204,0.0,0.0,0.0036084799278304014,0.0,0.0,0.21876409562471807,0.0004510599909788002,0.07487595850248083,0.005412719891745603,0.008119079837618403,0.07668019846639602,0.04330175913396482,0.0,0.006765899864682003,0.0004510599909788002,0.14839873703202525,0.0,0.008570139828597204,0.04059539918809202,0.0,0.13216057735678846,0.0040595399188092015,0.034280559314388816
cec,0.0011376564277588168,0.07159109377539412,0.0007313505607020966,0.049000487567040465,0.004144319843978547,0.049406793434097186,0.0,0.0004063058670567203,0.001543962294815537,0.05444498618560052,8.126117341134406e-05,0.03607996099463676,0.0,0.0,0.0,0.0,0.0,0.17137981472452463,0.0,0.048919226393629126,0.0004063058670567203,0.0007313505607020966,0.0,0.10433934666016577,0.0,0.0034129692832764505,0.00016252234682268812,0.02283438972858768,0.0,0.0034129692832764505,0.07687307004713148,0.1300178774581505,0.13920039005363238,0.0,0.029741589468551925
cil,0.0066791343841838095,0.014694095645204382,0.0,0.09056906224953246,0.007747795885653219,0.023243387656959658,0.0,0.0,0.0021373230029388193,0.046486775313919315,0.0021373230029388193,0.0836227624899813,0.0,0.0,0.0013358268768367619,0.0,0.0,0.20812182741116753,0.0,0.09644670050761421,0.0013358268768367619,0.0005343307507347048,0.0,0.05102858669516431,0.0,0.002938819129040876,0.0002671653753673524,0.0005343307507347048,0.0,0.15842906759283998,0.10499599251936949,0.0,0.07453913972749132,0.0016029922522041143,0.020571733903286135
cje,0.0,0.03571428571428571,0.010107816711590296,0.10040431266846361,0.013477088948787063,0.03773584905660377,0.0,0.014824797843665768,0.0,0.02628032345013477,0.006738544474393531,0.01954177897574124,0.0,0.0,0.0,0.05862533692722372,0.0,0.18261455525606468,0.0033692722371967657,0.10107816711590296,0.0047169811320754715,0.11657681940700809,0.0,0.03638814016172507,0.0,0.0,0.004043126684636119,0.0006738544474393531,0.0,0.0,0.13611859838274934,0.0,0.05592991913746631,0.0,0.03504043126684636
cjr,0.01841291652353143,0.02576434215046376,0.01882514599793885,0.0753005839917554,0.02638268636207489,0.022603916180006872,0.00013740982480247338,0.0019237375472346272,0.012641703881827551,0.04953624184129165,0.008931638612160769,0.005839917554105119,0.0017176228100309172,6.870491240123669e-05,0.0013740982480247338,0.0,0.0,0.25743730676743387,0.001992442459635864,0.07935417382342838,0.0014428031604259703,0.0016489178976296806,0.0,0.028993473033321882,0.0,0.011061490896599108,0.0007557540364136036,0.011473720371006527,0.0,0.024115424252834076,0.11473720371006527,6.870491240123669e-05,0.13452421848162144,0.0012366884232222603,0.061697011336310545
cka,0.0001016053647632595,0.0013208697419223735,0.0,0.1400121926437716,0.0015240804714488924,0.01767933346880715,0.0001016053647632595,0.001828896565738671,0.001828896565738671,0.03241211135947978,0.0,0.02275960170697013,0.0,0.0,0.0,0.18614102824629142,0.0,0.21662263767526926,0.000203210729526519,0.14326356431619588,0.0001016053647632595,0.0019305019305019305,0.0,0.07061572851046535,0.0,0.007112375533428165,0.000203210729526519,0.010363747205852468,0.0,0.0021337126600284497,0.03759398496240601,0.0,0.0807762649867913,0.0,0.023369233895549686
ckl,0.008908572592140094,0.0037161474241498675,0.0,0.03721238037059662,0.0022907758094074526,0.03105273874974547,0.0,0.00030543677458766036,0.004174302586031358,0.05350234168193851,0.0,0.1430971288943189,0.00010181225819588678,0.0,0.002748930971288943,0.0,0.0,0.1318468743636734,0.0009672164528609245,0.03772144166157605,0.00010181225819588678,0.061189167175727956,0.0,0.044644675218896354,0.0,0.0018326206475259622,0.0008144980655670943,0.012777438403583792,0.0,0.024282223579718997,0.04805538586845856,0.00010181225819588678,0.19013439218081857,0.0028507432294848298,0.155569130523315
cnh,0.010009310986964618,0.010707635009310988,0.0,0.06284916201117319,0.008379888268156424,0.0223463687150838,0.0,0.0013966480446927375,0.0,0.040968342644320296,0.0,0.0223463687150838,0.0,0.14315642458100558,0.0,0.0,0.0,0.2371973929236499,0.0,0.07076350093109869,0.000931098696461825,0.000931098696461825,0.0,0.037476722532588456,0.0,0.00861266294227188,0.0,0.0004655493482309125,0.0,0.00186219739292365,0.09427374301675978,0.14315642458100558,0.061452513966480445,0.0,0.020716945996275604
cpn,0.06839945280437756,0.003419972640218878,0.007523939808481532,0.04240766073871409,0.0027359781121751026,0.022571819425444596,0.0,0.0027359781121751026,0.004103967168262654,0.06155950752393981,0.003419972640218878,0.02051983584131327,0.0,0.0,0.003419972640218878,0.15253077975376197,0.0,0.27428180574555405,0.0006839945280437756,0.05540355677154583,0.006155950752393981,0.0027359781121751026,0.0,0.0280437756497948,0.0,0.004103967168262654,0.002051983584131327,0.014363885088919288,0.0,0.012995896032831737,0.049247606019151846,0.07729138166894665,0.07387140902872777,0.003419972640218878,0.0
cqp,0.0004060089321965083,0.170117742590337,0.0008120178643930166,0.07064555420219244,0.010150223304912708,0.06333739342265529,0.0,0.0008120178643930166,0.0,0.023548518067397484,0.0,0.00933820544051969,0.0004060089321965083,0.0,0.0,0.0,0.0,0.30125862768980916,0.0,0.07673568818514007,0.0008120178643930166,0.0004060089321965083,0.0,0.0730816077953715,0.0,0.004060089321965083,0.0,0.0004060089321965083,0.0,0.030044660982541615,0.06739748274462039,0.0,0.057247259439707675,0.0,0.0389768574908648
crn,0.0,0.014492753623188406,0.0,0.07085346215780998,0.00644122383252818,0.09017713365539452,0.0,0.00644122383252818,0.0,0.040257648953301126,0.0,0.07890499194847021,0.001610305958132045,0.0,0.0,0.0,0.0,0.27053140096618356,0.001610305958132045,0.0853462157809984,0.00644122383252818,0.0,0.11755233494363929,0.030595813204508857,0.0,0.00322061191626409,0.001610305958132045,0.00322061191626409,0.0,0.00644122383252818,0.037037037037037035,0.0,0.0853462157809984,0.0,0.04186795491143317
cum,0.0004956015363647627,0.0016107049931854789,0.0,0.09862470573658778,0.004956015363647627,0.05748977821831248,0.0,0.0,0.0016107049931854789,0.030107793334159336,0.0,0.02874488910915624,0.0,0.0,0.0,0.0,0.0,0.20976335026638582,0.0,0.10097881303432041,0.0004956015363647627,0.1371577251889481,0.06467600049560154,0.10717383223887994,0.0,0.008673026886383347,0.0,0.00012390038409119069,0.0,0.0053277165159211996,0.06393259819105439,0.0,0.062445793581960105,0.0,0.015611448395490026
cut,0.005934718100890208,0.004648862512363996,0.0005934718100890207,0.0645895153313551,0.0033630069238377845,0.009990108803165183,0.0,0.0006923837784371909,0.07527200791295746,0.06013847675568744,0.00019782393669634025,0.012858555885262116,0.001483679525222552,0.0,0.004846686449060336,0.0,0.0,0.23877349159248268,0.0,0.06805143422354105,0.001483679525222552,0.003857566765578635,0.13234421364985163,0.03541048466864491,0.0,0.01543026706231454,0.0,0.0004945598417408506,0.0,0.009198813056379823,0.06231454005934718,0.00019782393669634025,0.15776458951533134,0.005143422354104847,0.024925816023738872
cuw,0.0022371364653243847,0.017897091722595078,0.0,0.05145413870246085,0.0,0.116331096196868,0.0,0.0,0.05592841163310962,0.035794183445190156,0.0,0.006711409395973154,0.0022371364653243847,0.0,0.0,0.0,0.0,0.33109619686800895,0.006711409395973154,0.053691275167785234,0.0044742729306487695,0.0,0.0,0.02237136465324385,0.0,0.0044742729306487695,0.0022371364653243847,0.0022371364653243847,0.0,0.015659955257270694,0.06935123042505593,0.116331096196868,0.0447427293064877,0.0,0.03803131991051454
cvw,0.00655668358714044,0.0027495769881556685,0.0,0.036590524534686975,0.004230118443316413,0.03680203045685279,0.0,0.00042301184433164127,0.006133671742808798,0.028553299492385786,0.0,0.005710659898477157,0.0006345177664974619,0.0,0.0,0.08417935702199661,0.0,0.2286379018612521,0.004230118443316413,0.04103214890016921,0.00042301184433164127,0.0,0.0,0.060702199661590524,0.0,0.004230118443316413,0.0038071065989847717,0.1689932318104907,0.0,0.010998307952622674,0.05012690355329949,0.0,0.1412859560067682,0.0,0.07296954314720812
cxt,0.010341261633919338,0.005170630816959669,0.0003447087211306446,0.07066528783178215,0.005170630816959669,0.014822475008617718,0.0,0.0,0.01275422268183385,0.05618752154429507,0.0,0.005860048259220959,0.0,0.0,0.10685970355049983,0.0,0.0,0.1792485349879352,0.019303688383316097,0.07859358841778696,0.0013788348845225785,0.001723543605653223,0.0,0.1423647018269562,0.0,0.0031023784901758012,0.0003447087211306446,0.0,0.0,0.007238883143743537,0.05342985177524991,0.0,0.09789727680110306,0.11065149948293691,0.016546018614270942
cxu,0.0013157894736842105,0.01644736842105263,0.0,0.07828947368421052,0.007894736842105263,0.03223684210526316,0.0013157894736842105,0.039473684210526314,0.009868421052631578,0.05131578947368421,0.0,0.0059210526315789476,0.0006578947368421052,0.0,0.0,0.0,0.0,0.21118421052631578,0.001973684210526316,0.07894736842105263,0.0059210526315789476,0.13026315789473683,0.0,0.017763157894736842,0.0,0.002631578947368421,0.0013157894736842105,0.06973684210526315,0.0,0.002631578947368421,0.06973684210526315,0.0,0.15986842105263158,0.0006578947368421052,0.002631578947368421
cyd,0.00014721036360959813,0.20138377741793023,0.0,0.056823200353304876,0.004857941999116737,0.050198733990872955,0.00029442072721919626,0.001177682908876785,0.002649786544972766,0.06050345944354483,0.0,0.03562490799352274,0.0007360518180479906,0.0,0.0,0.0,0.0,0.20123656705432064,0.00029442072721919626,0.05991461798910643,0.0005888414544383925,0.003533048726630355,0.0,0.0699249227145591,0.0,0.005005152362726336,0.0014721036360959812,0.0010304725452671868,0.0,0.03606653908435154,0.10819961725305462,0.0,0.078757544531135,0.0,0.01957897836007655
cyi,0.0015202189115232593,0.06810580723624202,0.00015202189115232594,0.053663727576771056,0.0034965034965034965,0.028884159318941928,0.0,0.0,0.0004560656734569778,0.05001520218911523,0.002128306476132563,0.02766798418972332,0.0,0.0,0.0,0.0,0.0,0.17026451809060505,0.0,0.056704165399817576,0.0003040437823046519,0.0031924597141988445,0.0,0.08376406202493158,0.0,0.003952569169960474,0.0,0.04378230465186987,0.0,0.007145028884159319,0.08269990878686531,0.13286713286713286,0.14806932198236547,0.0,0.031164487686226816
czi,0.00032310177705977385,0.00420032310177706,0.001777059773828756,0.051534733441033924,0.007592891760904685,0.025201938610662358,0.00016155088852988692,0.004846526655896607,0.0009693053311793214,0.041033925686591276,0.0,0.019547657512116318,0.0,0.00016155088852988692,0.053634894991922456,0.0,0.0,0.17027463651050082,0.0004846526655896607,0.05379644588045234,0.0006462035541195477,0.00210016155088853,0.09547657512116317,0.053634894991922456,0.0,0.003554119547657512,0.0014539579967689823,0.01631663974151858,0.0,0.1912762520193861,0.07318255250403877,0.0,0.057512116316639744,0.050403877221324715,0.018901453957996767
dbi,0.005384615384615384,0.0275,0.0001923076923076923,0.10076923076923076,0.007884615384615384,0.029038461538461537,0.0001923076923076923,0.02076923076923077,0.0,0.041923076923076924,0.0001923076923076923,0.01,0.0,0.0,0.008653846153846154,0.0,0.0,0.34326923076923077,0.002307692307692308,0.10384615384615385,0.0017307692307692308,0.0015384615384615385,0.0,0.06403846153846154,0.0,0.002692307692307692,0.000576923076923077,0.0001923076923076923,0.0,0.013461538461538462,0.07730769230769231,0.0,0.11211538461538462,0.008076923076923077,0.016346153846153847
deb,0.011587301587301587,0.14492063492063492,0.00031746031746031746,0.05174603174603175,0.004761904761904762,0.04253968253968254,0.0,0.0038095238095238095,0.0014285714285714286,0.047619047619047616,0.0,0.0020634920634920637,0.00015873015873015873,0.0,0.015714285714285715,0.0,0.0,0.26142857142857145,0.0,0.05507936507936508,0.0009523809523809524,0.0009523809523809524,0.06698412698412698,0.02412698412698413,0.0,0.02873015873015873,0.0004761904761904762,0.0,0.0,0.026349206349206348,0.06714285714285714,0.0,0.10539682539682539,0.01619047619047619,0.019523809523809523
dfo,0.0070895522388059705,0.0028606965174129352,0.0,0.04477611940298507,0.003482587064676617,0.02972636815920398,0.0,0.001119402985074627,0.14465174129353234,0.05099502487562189,0.0,0.012064676616915423,0.0,0.0004975124378109452,0.001616915422885572,0.0,0.0,0.2527363184079602,0.0,0.04788557213930348,0.0009950248756218905,0.0705223880597015,0.0,0.05733830845771144,0.0,0.002238805970149254,0.0,0.0,0.0,0.009577114427860696,0.06119402985074627,0.0,0.17412935323383086,0.0017412935323383085,0.022761194029850745
dit,0.0017458100558659217,0.008729050279329608,0.0013966480446927375,0.03875698324022346,0.0017458100558659217,0.05865921787709497,0.0,0.0006983240223463687,0.06773743016759777,0.05865921787709497,0.001047486033519553,0.14210893854748605,0.0,0.0,0.0,0.0,0.0,0.12115921787709497,0.00034916201117318437,0.03945530726256983,0.00034916201117318437,0.002094972067039106,0.0,0.04958100558659218,0.0,0.0006983240223463687,0.00034916201117318437,0.13023743016759776,0.0,0.05761173184357542,0.04259776536312849,0.0,0.1270949720670391,0.0,0.04713687150837989
ebm,0.011677934849416103,0.007006760909649662,0.0017209588199139521,0.0661339889366933,0.004425322679778734,0.051259987707437,0.0001229256299938537,0.0019668100799016593,0.0014751075599262447,0.04708051628764597,0.0006146281499692685,0.014382298709280886,0.0003687768899815612,0.0001229256299938537,0.0001229256299938537,0.0,0.0,0.22188076213890595,0.0001229256299938537,0.06785494775660725,0.0004917025199754148,0.0015980331899200983,0.0,0.04351567301782422,0.0,0.0034419176398279043,0.0002458512599877074,0.15722188076213892,0.0,0.07572218807621389,0.08297480024585126,0.0004917025199754148,0.09969268592501536,0.0001229256299938537,0.036140135218192995
eoe,9.72951936174353e-05,0.0014594279042615295,0.0,0.05399883245767659,0.0001945903872348706,0.021891418563922942,9.72951936174353e-05,0.0005837711617046118,0.0,0.0021404942595835766,0.0,0.0016540182914964,0.0,0.0,0.0,0.0,0.0,0.23029772329246936,0.0,0.07822533566841798,0.0001945903872348706,0.0003891807744697412,0.0,0.04738275929169099,0.0,0.03930725822144386,0.0004864759680871765,0.0,0.0,0.03210741389375365,0.28488032691185056,0.0,0.08328468573652462,0.0,0.12132710644094181
eqo,0.004006163328197226,0.13266563944530047,0.0,0.055624036979969184,0.003852080123266564,0.04144838212634823,0.0004622496147919877,0.0,0.0035439137134052386,0.055778120184899846,0.0006163328197226503,0.030816640986132512,0.0,0.0,0.0,0.06055469953775038,0.0,0.1352850539291217,0.0,0.057473035439137135,0.00015408320493066256,0.00015408320493066256,0.0,0.08798151001540833,0.0,0.0035439137134052386,0.0007704160246533128,0.034052388289676425,0.0,0.03020030816640986,0.04422187981510015,0.0003081664098613251,0.1802773497688752,0.0007704160246533128,0.03543913713405239
eqw,0.0033239155725444574,0.07512049193950474,0.00232674090078112,0.07811201595479475,0.005983048030580023,0.011966096061160046,0.00033239155725444574,0.00232674090078112,0.0006647831145088915,0.036396875519361806,0.0021605451221538975,0.005152069137443909,0.0,0.0,0.02592654146584677,0.13827488781784944,0.0,0.16885491108525844,0.00016619577862722287,0.08043875685557587,0.0009971746717633372,0.001329566229017783,0.0,0.07611766661126808,0.0,0.021605451221538972,0.0004985873358816686,0.0004985873358816686,0.0,0.00116337045039056,0.10304138274887818,0.0,0.1170018281535649,0.027089911916237327,0.013129466511550607
esu,0.007362589298731593,0.00488409389123779,0.0034990523399912525,0.11867619186470331,0.00488409389123779,0.0052485785099868785,0.0,0.006269135442484327,0.06538854060358652,0.015089663216212275,0.0019682169412450793,0.004373815424989065,0.0001457938474996355,0.0,0.011736404723720659,0.13063128735967341,0.0,0.2683335763230792,7.289692374981776e-05,0.12020702726344948,7.289692374981776e-05,0.0016766292462458085,0.0,0.017641055547455896,0.0,0.00648782621373378,0.000291587694999271,0.0013850415512465374,0.0,0.005467269281236331,0.05693249744860767,0.0,0.10642950867473393,0.01202799241871993,0.02281673713369296
eus,0.003110514759697487,0.006343010490363503,0.001463771651622347,0.03976579653574042,0.0028665528177604293,0.018297145645279338,0.00012198097096852891,0.006038058062942181,0.001890705050012198,0.07483532568919249,0.00042693339838985116,0.025128080019516955,0.0003049524274213223,0.0,0.0,0.13594779214442548,0.00012198097096852891,0.16424737740912418,0.02518907050500122,0.0413515491583313,0.0005489143693583801,0.004208343498414247,0.0,0.08008050744083924,0.0,0.023420346425957552,0.006099048548426446,0.1177116369846304,0.0,0.003049524274213223,0.06343010490363503,0.0,0.14521834593803368,0.0,0.008782629909734082
fal,0.004084663943557371,0.007426661715558856,0.0007426661715558856,0.07500928332714445,0.004455997029335313,0.017452655031563312,0.0003713330857779428,0.0,0.15930189379873747,0.041217972521351655,0.0003713330857779428,0.014853323431117713,0.0,0.0,0.0,0.0,0.0,0.19754920163386558,0.0,0.08132194578536947,0.004084663943557371,0.0022279985146676567,0.0,0.04715930189379874,0.0,0.0011139992573338284,0.0,0.0003713330857779428,0.0,0.005569996286669142,0.16115855922762717,0.07649461567025621,0.08243594504270331,0.0,0.015224656516895656
